2,0,0:00:29.025223,100
3,4,"19675 days, 18:00:58.413777",145
3,4,"19675 days, 18:17:08.050890",59
2,3,0:00:45.113151,75
2,4,"19675 days, 18:30:16.831660",64
2,3,"-1 day, 23:59:54.035508",84
2,2,0:00:53.207542,91
